id_usuario,fecha_registro,país,dispositivo,tipo_plan
user_2155,2025-01-10,Argentina,desktop,paid
user_2156,2025-01-03,Mexico,mobile,free
user_2157,2025-03-18,Mexico,desktop,free
user_2158,2025-05-26,Argentina,desktop,free
user_2159,2025-01-28,Colombia,desktop,free
user_2160,2025-03-27,Colombia,mobile,free
user_2161,2025-03-14,Argentina,desktop,free
user_2162,2025-04-27,Colombia,mobile,free
user_2163,2025-05-20,Colombia,desktop,paid
user_2164,2025-05-15,Mexico,desktop,paid
user_2165,2025-05-07,Mexico,mobile,paid
user_2166,2025-02-04,Colombia,mobile,paid
user_2167,2025-05-10,Mexico,mobile,free
user_2168,2025-04-30,Colombia,mobile,free
user_2169,2025-03-11,Argentina,desktop,paid
user_2170,2025-02-19,Colombia,desktop,free
user_2171,2025-01-29,Colombia,desktop,paid
user_2172,2025-03-26,Colombia,mobile,free
user_2173,2025-02-11,Mexico,desktop,free
user_2174,2025-04-28,Mexico,desktop,free
user_2175,2025-03-07,Colombia,desktop,free
user_2176,2025-02-17,Argentina,mobile,free
user_2177,2025-01-04,Argentina,desktop,free
user_2178,2025-03-28,Argentina,desktop,paid
user_2179,2025-03-17,Mexico,mobile,free
user_2180,2025-05-26,Mexico,desktop,paid
user_2181,2025-02-19,Argentina,mobile,free
user_2182,2025-02-14,Mexico,mobile,free
user_2183,2025-04-14,Colombia,mobile,paid
user_2184,2025-04-20,Colombia,desktop,free
user_2185,2025-05-12,Colombia,mobile,free
user_2186,2025-03-25,Argentina,desktop,paid
user_2187,2025-01-23,Argentina,mobile,paid
user_2188,2025-04-13,Mexico,desktop,free
user_2189,2025-01-25,Mexico,desktop,free
user_2190,2025-02-17,Argentina,desktop,free
user_2191,2025-02-05,Colombia,mobile,free
user_2192,2025-05-03,Colombia,desktop,free
user_2193,2025-03-24,Argentina,desktop,free
user_2194,2025-03-05,Mexico,mobile,free
user_2195,2025-01-02,Colombia,mobile,free
user_2196,2025-03-08,Argentina,mobile,free
user_2197,2025-04-09,Mexico,mobile,paid
user_2198,2025-03-02,Colombia,mobile,paid
user_2199,2025-04-25,Colombia,desktop,free
user_2200,2025-03-10,Argentina,desktop,free
user_2201,2025-03-26,Argentina,desktop,free
user_2202,2025-03-19,Colombia,mobile,free
user_2203,2025-05-30,Mexico,desktop,paid
user_2204,2025-05-27,Mexico,mobile,paid
user_2205,2025-01-03,Mexico,mobile,free
user_2206,2025-03-08,Colombia,mobile,free
user_2207,2025-04-03,Colombia,desktop,free
user_2208,2025-03-02,Argentina,desktop,paid
user_2209,2025-01-16,Colombia,mobile,paid
user_2210,2025-01-31,Argentina,mobile,free
user_2211,2025-04-30,Argentina,mobile,free
user_2212,2025-03-20,Argentina,desktop,free
user_2213,2025-02-10,Colombia,mobile,free
user_2214,2025-04-14,Mexico,mobile,paid
user_2215,2025-05-09,Colombia,mobile,free
user_2216,2025-03-21,Colombia,mobile,paid
user_2217,2025-01-31,Colombia,desktop,paid
user_2218,2025-03-17,Argentina,desktop,free
user_2219,2025-04-05,Argentina,desktop,paid
user_2220,2025-02-26,Mexico,desktop,free
user_2221,2025-02-26,Colombia,mobile,free
user_2222,2025-02-04,Mexico,mobile,free
user_2223,2025-05-03,Mexico,mobile,free
user_2224,2025-02-09,Mexico,mobile,free
user_2225,2025-04-27,Argentina,mobile,free
user_2226,2025-04-06,Colombia,desktop,free
user_2227,2025-04-17,Colombia,desktop,free
user_2228,2025-05-21,Mexico,mobile,paid
user_2229,2025-05-01,Mexico,mobile,paid
user_2230,2025-05-18,Colombia,desktop,free
user_2231,2025-02-25,Colombia,desktop,paid
user_2232,2025-03-05,Argentina,desktop,free
user_2233,2025-01-21,Mexico,mobile,free
user_2234,2025-05-15,Colombia,desktop,free
user_2235,2025-04-25,Mexico,desktop,free
user_2236,2025-05-16,Colombia,desktop,free
user_2237,2025-04-03,Colombia,mobile,paid
user_2238,2025-01-20,Argentina,desktop,free
user_2239,2025-05-25,Argentina,desktop,free
user_2240,2025-01-29,Mexico,mobile,paid
user_2241,2025-01-16,Argentina,desktop,free
user_2242,2025-05-21,Mexico,mobile,free
user_2243,2025-05-10,Colombia,mobile,free
user_2244,2025-02-21,Colombia,mobile,free
user_2245,2025-05-27,Mexico,desktop,free
user_2246,2025-05-18,Argentina,mobile,paid
user_2247,2025-02-08,Mexico,mobile,free
user_2248,2025-02-12,Argentina,mobile,free
user_2249,2025-03-25,Argentina,desktop,paid
user_2250,2025-05-14,Mexico,mobile,paid
user_2251,2025-04-24,Colombia,mobile,free
user_2252,2025-01-30,Colombia,desktop,free
user_2253,2025-02-22,Mexico,desktop,free
user_2254,2025-05-30,Mexico,desktop,free
user_2255,2025-05-06,Argentina,desktop,paid
user_2256,2025-01-24,Mexico,desktop,free
user_2257,2025-05-11,Argentina,desktop,free
user_2258,2025-04-25,Colombia,mobile,free
user_2259,2025-01-15,Colombia,mobile,paid
user_2260,2025-04-27,Argentina,mobile,free
user_2261,2025-02-03,Argentina,desktop,free
user_2262,2025-05-12,Argentina,desktop,free
user_2263,2025-04-17,Colombia,mobile,free
user_2264,2025-04-27,Argentina,mobile,free
user_2265,2025-05-25,Mexico,desktop,free
user_2266,2025-01-15,Mexico,mobile,free
user_2267,2025-05-24,Mexico,desktop,free
user_2268,2025-04-29,Colombia,desktop,free
user_2269,2025-03-20,Mexico,mobile,free
user_2270,2025-01-06,Colombia,desktop,free
user_2271,2025-04-12,Mexico,mobile,free
user_2272,2025-03-07,Mexico,desktop,free
user_2273,2025-01-01,Mexico,desktop,free
user_2274,2025-02-25,Mexico,mobile,free
user_2275,2025-05-29,Mexico,desktop,free
user_2276,2025-01-19,Argentina,desktop,paid
user_2277,2025-01-12,Argentina,mobile,paid
user_2278,2025-04-19,Mexico,mobile,free
user_2279,2025-03-30,Mexico,mobile,free
user_2280,2025-01-17,Colombia,mobile,free
user_2281,2025-05-19,Colombia,desktop,free
user_2282,2025-01-16,Mexico,mobile,free
user_2283,2025-01-18,Colombia,mobile,free
user_2284,2025-05-01,Mexico,desktop,free
user_2285,2025-01-09,Argentina,mobile,paid
user_2286,2025-03-15,Argentina,desktop,free
user_2287,2025-04-15,Mexico,desktop,free
user_2288,2025-02-16,Colombia,desktop,free
user_2289,2025-02-04,Mexico,desktop,paid
user_2290,2025-04-18,Mexico,mobile,free
user_2291,2025-04-06,Colombia,desktop,free
user_2292,2025-04-08,Colombia,desktop,free
user_2293,2025-04-25,Argentina,mobile,free
user_2294,2025-04-07,Colombia,desktop,free
user_2295,2025-04-07,Mexico,desktop,free
user_2296,2025-01-21,Argentina,mobile,free
user_2297,2025-05-19,Mexico,desktop,paid
user_2298,2025-02-04,Colombia,desktop,paid
user_2299,2025-03-31,Colombia,desktop,free
user_2300,2025-01-31,Colombia,desktop,free
user_2301,2025-02-15,Colombia,mobile,free
user_2302,2025-05-18,Colombia,desktop,free
user_2303,2025-04-11,Argentina,mobile,paid
user_2304,2025-05-16,Colombia,desktop,free
user_2305,2025-02-02,Argentina,desktop,free
user_2306,2025-02-27,Colombia,desktop,free
user_2307,2025-01-01,Argentina,desktop,paid
user_2308,2025-01-06,Colombia,desktop,paid
user_2309,2025-03-18,Colombia,desktop,free
user_2310,2025-04-29,Argentina,desktop,free
user_2311,2025-05-20,Argentina,desktop,free
user_2312,2025-04-19,Argentina,desktop,free
user_2313,2025-05-17,Mexico,mobile,free
user_2314,2025-04-08,Argentina,mobile,free
user_2315,2025-02-28,Argentina,desktop,free
user_2316,2025-03-05,Mexico,mobile,paid
user_2317,2025-04-28,Mexico,mobile,paid
user_2318,2025-03-30,Colombia,mobile,free
user_2319,2025-02-09,Mexico,mobile,free
user_2320,2025-03-12,Colombia,desktop,free
user_2321,2025-02-18,Argentina,desktop,free
user_2322,2025-01-29,Colombia,desktop,free
user_2323,2025-01-09,Argentina,desktop,free
user_2324,2025-04-18,Colombia,desktop,free
user_2325,2025-01-05,Argentina,desktop,free
user_2326,2025-03-03,Mexico,desktop,paid
user_2327,2025-02-22,Colombia,mobile,free
user_2328,2025-01-18,Mexico,desktop,free
user_2329,2025-01-26,Colombia,mobile,paid
user_2330,2025-01-09,Mexico,desktop,free
user_2331,2025-04-25,Mexico,mobile,free
user_2332,2025-01-13,Mexico,mobile,free
user_2333,2025-03-04,Colombia,desktop,free
user_2334,2025-01-12,Mexico,desktop,free
user_2335,2025-04-13,Mexico,desktop,free
user_2336,2025-04-23,Colombia,desktop,free
user_2337,2025-03-01,Mexico,desktop,free
user_2338,2025-05-19,Colombia,desktop,free
user_2339,2025-02-25,Argentina,mobile,paid
user_2340,2025-01-15,Colombia,desktop,free
user_2341,2025-02-05,Mexico,desktop,paid
user_2342,2025-05-09,Colombia,mobile,free
user_2343,2025-03-16,Colombia,mobile,free
user_2344,2025-03-01,Colombia,desktop,free
user_2345,2025-05-28,Mexico,desktop,free
user_2346,2025-03-23,Mexico,desktop,free
user_2347,2025-05-28,Mexico,mobile,free
user_2348,2025-03-24,Mexico,desktop,paid
user_2349,2025-03-02,Colombia,mobile,paid
user_2350,2025-03-19,Mexico,desktop,free
user_2351,2025-02-06,Colombia,desktop,free
user_2352,2025-05-14,Argentina,desktop,free
user_2353,2025-02-26,Colombia,mobile,free
user_2354,2025-04-16,Argentina,desktop,free
user_2355,2025-03-18,Colombia,desktop,paid
user_2356,2025-03-12,Mexico,desktop,free
user_2357,2025-01-16,Argentina,desktop,free
user_2358,2025-05-23,Colombia,desktop,free
user_2359,2025-02-14,Mexico,desktop,free
user_2360,2025-04-20,Colombia,mobile,free
user_2361,2025-05-23,Argentina,desktop,paid
user_2362,2025-05-07,Mexico,mobile,paid
user_2363,2025-01-13,Mexico,desktop,free
user_2364,2025-03-30,Colombia,mobile,paid
user_2365,2025-04-08,Colombia,mobile,free
user_2366,2025-05-15,Mexico,desktop,free
user_2367,2025-03-23,Mexico,mobile,paid
user_2368,2025-04-17,Mexico,desktop,free
user_2369,2025-04-15,Colombia,desktop,free
user_2370,2025-02-08,Mexico,mobile,free
user_2371,2025-03-18,Argentina,desktop,paid
user_2372,2025-04-07,Colombia,mobile,free
user_2373,2025-02-17,Colombia,mobile,free
user_2374,2025-05-18,Colombia,mobile,paid
user_2375,2025-05-02,Colombia,desktop,free
user_2376,2025-03-03,Argentina,desktop,free
user_2377,2025-02-27,Mexico,desktop,free
user_2378,2025-03-18,Mexico,mobile,free
user_2379,2025-02-06,Mexico,mobile,free
user_2380,2025-04-29,Colombia,mobile,free
user_2381,2025-01-15,Argentina,mobile,free
user_2382,2025-05-24,Argentina,mobile,paid
user_2383,2025-04-16,Mexico,desktop,free
user_2384,2025-04-17,Argentina,desktop,free
user_2385,2025-05-23,Mexico,mobile,free
user_2386,2025-05-16,Mexico,mobile,free
user_2387,2025-02-04,Argentina,desktop,free
user_2388,2025-04-10,Argentina,desktop,free
user_2389,2025-03-04,Argentina,desktop,free
user_2390,2025-03-07,Argentina,mobile,paid
user_2391,2025-02-22,Colombia,mobile,free
user_2392,2025-03-26,Mexico,desktop,free
user_2393,2025-01-21,Mexico,desktop,free
user_2394,2025-04-26,Argentina,mobile,free
user_2395,2025-04-05,Colombia,mobile,paid
user_2396,2025-01-24,Mexico,desktop,free
user_2397,2025-05-18,Argentina,desktop,paid
user_2398,2025-02-18,Mexico,mobile,free
user_2399,2025-01-14,Mexico,desktop,free
user_2400,2025-03-10,Argentina,desktop,paid
user_2401,2025-04-07,Argentina,desktop,free
user_2402,2025-01-11,Mexico,mobile,free
user_2403,2025-01-19,Colombia,desktop,free
user_2404,2025-02-18,Argentina,desktop,paid
user_2405,2025-05-31,Mexico,mobile,free
user_2406,2025-05-24,Mexico,mobile,free
user_2407,2025-02-25,Mexico,desktop,free
user_2408,2025-05-03,Colombia,mobile,free
user_2409,2025-02-23,Colombia,mobile,free
user_2410,2025-03-27,Mexico,mobile,free
user_2411,2025-03-19,Colombia,mobile,free
user_2412,2025-01-04,Mexico,desktop,free
user_2413,2025-02-24,Argentina,desktop,free
user_2414,2025-02-18,Argentina,mobile,free
user_2415,2025-01-31,Colombia,desktop,paid
user_2416,2025-05-03,Colombia,mobile,free
user_2417,2025-03-04,Argentina,desktop,free
user_2418,2025-02-22,Argentina,mobile,free
user_2419,2025-04-12,Argentina,desktop,free
user_2420,2025-03-03,Argentina,desktop,paid
user_2421,2025-05-22,Argentina,mobile,free
user_2422,2025-03-24,Argentina,mobile,paid
user_2423,2025-03-14,Mexico,desktop,free
user_2424,2025-04-08,Mexico,mobile,free
user_2425,2025-04-30,Argentina,desktop,free
user_2426,2025-05-17,Colombia,desktop,paid
user_2427,2025-04-02,Argentina,desktop,free
user_2428,2025-03-20,Colombia,mobile,free
user_2429,2025-03-08,Mexico,desktop,paid
user_2430,2025-04-03,Argentina,desktop,free
user_2431,2025-05-12,Argentina,desktop,free
user_2432,2025-05-08,Argentina,mobile,free
user_2433,2025-04-30,Mexico,mobile,paid
user_2434,2025-01-26,Colombia,mobile,free
user_2435,2025-05-01,Colombia,mobile,paid
user_2436,2025-03-23,Colombia,desktop,free
user_2437,2025-02-22,Argentina,mobile,free
user_2438,2025-04-05,Mexico,desktop,free
user_2439,2025-03-22,Argentina,desktop,free
user_2440,2025-04-16,Argentina,desktop,paid
user_2441,2025-01-12,Mexico,mobile,free
user_2442,2025-05-25,Colombia,desktop,free
user_2443,2025-02-26,Argentina,desktop,free
user_2444,2025-02-07,Mexico,desktop,free
user_2445,2025-01-05,Mexico,mobile,free
user_2446,2025-03-08,Colombia,mobile,free
user_2447,2025-05-22,Mexico,mobile,free
user_2448,2025-05-30,Colombia,mobile,free
user_2449,2025-05-29,Colombia,mobile,free
user_2450,2025-04-17,Colombia,mobile,free
user_2451,2025-03-17,Mexico,desktop,free
user_2452,2025-02-09,Mexico,desktop,free
user_2453,2025-02-20,Colombia,mobile,free
user_2454,2025-03-26,Mexico,mobile,paid
user_2455,2025-02-28,Mexico,desktop,free
user_2456,2025-04-08,Colombia,mobile,paid
user_2457,2025-05-26,Colombia,desktop,free
user_2458,2025-03-04,Mexico,desktop,paid
user_2459,2025-05-08,Argentina,desktop,free
user_2460,2025-05-21,Argentina,desktop,paid
user_2461,2025-03-28,Mexico,mobile,free
user_2462,2025-03-07,Argentina,mobile,paid
user_2463,2025-05-06,Mexico,mobile,free
user_2464,2025-05-06,Mexico,mobile,free
user_2465,2025-04-28,Mexico,desktop,free
user_2466,2025-02-13,Argentina,desktop,free
user_2467,2025-04-01,Argentina,mobile,paid
user_2468,2025-02-13,Argentina,mobile,free
user_2469,2025-02-05,Colombia,mobile,free
user_2470,2025-05-20,Argentina,desktop,paid
user_2471,2025-05-06,Colombia,mobile,free
user_2472,2025-02-17,Mexico,mobile,free
user_2473,2025-05-19,Argentina,desktop,free
user_2474,2025-01-16,Mexico,mobile,free
user_2475,2025-05-15,Mexico,desktop,paid
user_2476,2025-01-09,Mexico,mobile,free
user_2477,2025-01-20,Mexico,desktop,free
user_2478,2025-01-13,Mexico,desktop,paid
user_2479,2025-01-02,Mexico,mobile,free
user_2480,2025-04-16,Colombia,mobile,free
user_2481,2025-02-05,Mexico,mobile,free
user_2482,2025-03-01,Mexico,desktop,free
user_2483,2025-01-18,Argentina,mobile,paid
user_2484,2025-02-08,Argentina,desktop,free
user_2485,2025-01-03,Argentina,desktop,free
user_2486,2025-02-25,Mexico,mobile,free
user_2487,2025-05-10,Argentina,mobile,free
user_2488,2025-04-27,Mexico,mobile,paid
user_2489,2025-04-06,Mexico,desktop,free
user_2490,2025-01-16,Argentina,desktop,free
user_2491,2025-05-04,Colombia,desktop,free
user_2492,2025-05-05,Argentina,desktop,paid
user_2493,2025-01-05,Argentina,mobile,paid
user_2494,2025-01-02,Colombia,mobile,free
user_2495,2025-05-17,Argentina,desktop,free
user_2496,2025-05-22,Colombia,mobile,free
user_2497,2025-04-16,Argentina,mobile,free
user_2498,2025-01-04,Argentina,mobile,free
user_2499,2025-01-05,Mexico,desktop,paid
user_2500,2025-05-16,Argentina,desktop,free
user_2501,2025-03-12,Colombia,mobile,free
user_2502,2025-05-18,Argentina,mobile,free
user_2503,2025-03-15,Mexico,desktop,free
user_2504,2025-01-05,Argentina,desktop,free
user_2505,2025-05-09,Argentina,mobile,free
user_2506,2025-04-21,Colombia,mobile,free
user_2507,2025-02-15,Colombia,desktop,free
user_2508,2025-01-28,Argentina,desktop,paid
user_2509,2025-01-25,Argentina,desktop,paid
user_2510,2025-05-15,Mexico,desktop,free
user_2511,2025-02-08,Mexico,mobile,free
user_2512,2025-03-03,Argentina,mobile,paid
user_2513,2025-02-19,Colombia,desktop,free
user_2514,2025-05-15,Mexico,desktop,free
user_2515,2025-03-06,Colombia,desktop,free
user_2516,2025-04-01,Colombia,desktop,free
user_2517,2025-03-10,Argentina,mobile,free
user_2518,2025-04-12,Colombia,mobile,free
user_2519,2025-01-21,Mexico,desktop,free
user_2520,2025-04-06,Mexico,desktop,free
user_2521,2025-04-14,Colombia,mobile,paid
user_2522,2025-04-28,Colombia,mobile,free
user_2523,2025-05-25,Colombia,mobile,free
user_2524,2025-03-04,Argentina,mobile,free
user_2525,2025-02-27,Argentina,mobile,free
user_2526,2025-03-18,Mexico,mobile,paid
user_2527,2025-01-21,Colombia,mobile,free
user_2528,2025-01-09,Mexico,desktop,free
user_2529,2025-01-24,Colombia,desktop,free
user_2530,2025-04-14,Colombia,mobile,free
user_2531,2025-04-08,Mexico,mobile,free
user_2532,2025-04-07,Colombia,mobile,free
user_2533,2025-05-22,Colombia,desktop,paid
user_2534,2025-05-02,Argentina,desktop,free
user_2535,2025-01-15,Argentina,mobile,free
user_2536,2025-01-03,Colombia,desktop,paid
user_2537,2025-02-13,Argentina,mobile,free
user_2538,2025-01-22,Mexico,mobile,free
user_2539,2025-05-08,Mexico,desktop,free
user_2540,2025-04-22,Mexico,desktop,free
user_2541,2025-03-26,Mexico,mobile,free
user_2542,2025-05-25,Mexico,desktop,free
user_2543,2025-01-25,Argentina,mobile,free
user_2544,2025-05-16,Colombia,desktop,free
user_2545,2025-01-11,Argentina,mobile,free
user_2546,2025-02-28,Mexico,desktop,free
user_2547,2025-02-24,Argentina,desktop,paid
user_2548,2025-05-26,Colombia,desktop,free
user_2549,2025-05-02,Argentina,mobile,free
user_2550,2025-03-11,Argentina,desktop,paid
user_2551,2025-01-12,Argentina,desktop,free
user_2552,2025-01-20,Colombia,desktop,paid
user_2553,2025-03-13,Mexico,mobile,paid
user_2554,2025-05-20,Mexico,desktop,free
user_2555,2025-05-25,Mexico,desktop,free
user_2556,2025-01-09,Mexico,mobile,paid
user_2557,2025-02-15,Colombia,mobile,paid
user_2558,2025-03-22,Argentina,mobile,paid
user_2559,2025-01-05,Argentina,desktop,free
user_2560,2025-02-23,Colombia,mobile,free
user_2561,2025-05-31,Colombia,desktop,free
user_2562,2025-02-06,Colombia,desktop,free
user_2563,2025-04-12,Argentina,mobile,free
user_2564,2025-01-20,Mexico,mobile,free
user_2565,2025-03-18,Mexico,mobile,paid
user_2566,2025-02-11,Mexico,mobile,free
user_2567,2025-05-25,Argentina,desktop,free
user_2568,2025-03-03,Argentina,desktop,paid
user_2569,2025-05-26,Colombia,mobile,free
user_2570,2025-04-10,Colombia,desktop,paid
user_2571,2025-05-19,Mexico,desktop,free
user_2572,2025-03-26,Mexico,desktop,free
user_2573,2025-04-09,Colombia,mobile,free
user_2574,2025-02-05,Mexico,desktop,paid
user_2575,2025-01-21,Colombia,desktop,free
user_2576,2025-05-09,Mexico,mobile,free
user_2577,2025-03-30,Colombia,desktop,free
user_2578,2025-01-14,Argentina,mobile,free
user_2579,2025-01-26,Mexico,mobile,free
user_2580,2025-04-22,Argentina,desktop,free
user_2581,2025-03-01,Mexico,mobile,paid
user_2582,2025-01-20,Argentina,mobile,free
user_2583,2025-03-29,Colombia,desktop,free
user_2584,2025-04-12,Colombia,mobile,free
user_2585,2025-03-25,Colombia,desktop,paid
user_2586,2025-01-08,Argentina,desktop,paid
user_2587,2025-03-11,Colombia,mobile,free
user_2588,2025-04-26,Colombia,desktop,free
user_2589,2025-05-06,Colombia,mobile,free
user_2590,2025-02-28,Mexico,mobile,free
user_2591,2025-04-02,Colombia,mobile,free
user_2592,2025-05-22,Mexico,desktop,free
user_2593,2025-04-07,Mexico,desktop,free
user_2594,2025-04-21,Argentina,mobile,free
user_2595,2025-02-17,Argentina,mobile,paid
user_2596,2025-05-30,Colombia,mobile,free
user_2597,2025-04-08,Colombia,desktop,paid
user_2598,2025-01-22,Colombia,mobile,free
user_2599,2025-03-17,Mexico,mobile,paid
user_2600,2025-03-05,Colombia,mobile,free
user_2601,2025-01-19,Colombia,mobile,free
user_2602,2025-01-22,Colombia,desktop,free
user_2603,2025-03-10,Mexico,mobile,free
user_2604,2025-02-09,Argentina,desktop,free
user_2605,2025-04-08,Mexico,desktop,paid
user_2606,2025-02-09,Mexico,desktop,free
user_2607,2025-04-10,Argentina,mobile,free
user_2608,2025-03-23,Mexico,desktop,free
user_2609,2025-04-03,Colombia,mobile,free
user_2610,2025-01-28,Mexico,mobile,paid
user_2611,2025-01-24,Argentina,mobile,free
user_2612,2025-01-02,Colombia,mobile,free
user_2613,2025-03-20,Argentina,desktop,free
user_2614,2025-04-24,Argentina,mobile,free
user_2615,2025-04-03,Argentina,desktop,free
user_2616,2025-03-11,Argentina,desktop,free
user_2617,2025-01-27,Mexico,mobile,free
user_2618,2025-02-03,Mexico,mobile,paid
user_2619,2025-01-23,Mexico,desktop,free
user_2620,2025-02-17,Colombia,mobile,free
user_2621,2025-04-21,Mexico,desktop,free
user_2622,2025-04-25,Colombia,mobile,free
user_2623,2025-05-23,Colombia,mobile,paid
user_2624,2025-05-23,Mexico,mobile,free
user_2625,2025-05-12,Mexico,mobile,free
user_2626,2025-04-15,Colombia,mobile,free
user_2627,2025-01-27,Colombia,mobile,free
user_2628,2025-01-07,Colombia,desktop,free
user_2629,2025-01-23,Colombia,mobile,free
user_2630,2025-04-01,Argentina,desktop,free
user_2631,2025-05-22,Argentina,mobile,paid
user_2632,2025-01-24,Argentina,desktop,free
user_2633,2025-03-25,Colombia,mobile,free
user_2634,2025-04-09,Colombia,mobile,paid
user_2635,2025-01-04,Mexico,mobile,paid
user_2636,2025-03-16,Argentina,desktop,free
user_2637,2025-04-16,Mexico,desktop,paid
user_2638,2025-04-10,Argentina,mobile,free
user_2639,2025-01-22,Argentina,mobile,free
user_2640,2025-05-24,Mexico,desktop,paid
user_2641,2025-03-04,Mexico,mobile,free
user_2642,2025-05-27,Colombia,mobile,free
user_2643,2025-05-14,Mexico,mobile,paid
user_2644,2025-02-13,Argentina,desktop,free
user_2645,2025-04-08,Mexico,mobile,paid
user_2646,2025-02-13,Colombia,mobile,free
user_2647,2025-02-05,Argentina,desktop,paid
user_2648,2025-03-10,Mexico,desktop,free
user_2649,2025-03-19,Mexico,desktop,paid
user_2650,2025-03-10,Mexico,desktop,free
user_2651,2025-05-07,Mexico,desktop,free
user_2652,2025-02-07,Argentina,mobile,free
user_2653,2025-01-17,Colombia,desktop,free
user_2654,2025-02-12,Argentina,mobile,free
user_2655,2025-04-22,Colombia,mobile,paid
user_2656,2025-03-12,Colombia,desktop,free
user_2657,2025-04-18,Argentina,desktop,paid
user_2658,2025-03-18,Argentina,mobile,free
user_2659,2025-05-04,Argentina,mobile,paid
user_2660,2025-01-20,Mexico,desktop,paid
user_2661,2025-04-03,Mexico,mobile,free
user_2662,2025-03-06,Argentina,mobile,free
user_2663,2025-03-05,Colombia,desktop,paid
user_2664,2025-05-07,Mexico,mobile,paid
user_2665,2025-02-20,Mexico,mobile,paid
user_2666,2025-04-28,Colombia,mobile,free
user_2667,2025-01-28,Mexico,mobile,free
user_2668,2025-02-04,Mexico,mobile,free
user_2669,2025-03-19,Colombia,mobile,free
user_2670,2025-01-02,Colombia,desktop,free
user_2671,2025-04-12,Argentina,desktop,free
user_2672,2025-03-27,Argentina,mobile,paid
user_2673,2025-04-08,Colombia,desktop,paid
user_2674,2025-03-26,Colombia,desktop,free
user_2675,2025-04-23,Colombia,desktop,paid
user_2676,2025-03-27,Colombia,mobile,paid
user_2677,2025-04-21,Colombia,mobile,free
user_2678,2025-02-04,Mexico,desktop,paid
user_2679,2025-03-18,Mexico,desktop,free
user_2680,2025-03-24,Mexico,mobile,paid
user_2681,2025-02-21,Mexico,desktop,free
user_2682,2025-05-03,Colombia,desktop,free
user_2683,2025-03-22,Colombia,mobile,paid
user_2684,2025-02-15,Mexico,desktop,free
user_2685,2025-04-12,Argentina,desktop,free
user_2686,2025-03-23,Argentina,mobile,free
user_2687,2025-03-16,Argentina,mobile,paid
user_2688,2025-05-06,Colombia,mobile,free
user_2689,2025-05-28,Argentina,desktop,free
user_2690,2025-03-04,Colombia,mobile,paid
user_2691,2025-03-25,Colombia,desktop,paid
user_2692,2025-04-07,Argentina,mobile,free
user_2693,2025-03-13,Mexico,desktop,free
user_2694,2025-04-11,Colombia,desktop,free
user_2695,2025-04-04,Mexico,mobile,free
user_2696,2025-01-30,Colombia,desktop,free
user_2697,2025-05-25,Argentina,desktop,free
user_2698,2025-02-21,Colombia,desktop,free
user_2699,2025-05-20,Colombia,mobile,free
user_2700,2025-02-16,Colombia,desktop,free
user_2701,2025-05-21,Colombia,desktop,free
user_2702,2025-01-07,Argentina,desktop,paid
user_2703,2025-04-29,Argentina,mobile,free
user_2704,2025-02-23,Colombia,mobile,free
user_2705,2025-04-23,Argentina,desktop,paid
user_2706,2025-03-16,Argentina,mobile,free
user_2707,2025-01-18,Argentina,mobile,free
user_2708,2025-04-15,Colombia,mobile,paid
user_2709,2025-05-08,Colombia,desktop,free
user_2710,2025-02-05,Mexico,mobile,paid
user_2711,2025-03-19,Argentina,mobile,free
user_2712,2025-03-03,Argentina,mobile,free
user_2713,2025-03-06,Mexico,desktop,free
user_2714,2025-02-09,Mexico,mobile,free
user_2715,2025-04-19,Colombia,mobile,free
user_2716,2025-04-07,Mexico,mobile,paid
user_2717,2025-01-19,Argentina,desktop,free
user_2718,2025-04-25,Colombia,desktop,free
user_2719,2025-05-03,Argentina,mobile,free
user_2720,2025-05-30,Mexico,mobile,free
user_2721,2025-04-13,Mexico,desktop,free
user_2722,2025-05-17,Colombia,desktop,paid
user_2723,2025-05-10,Argentina,mobile,free
user_2724,2025-04-18,Colombia,mobile,free
user_2725,2025-05-20,Mexico,desktop,free
user_2726,2025-01-10,Colombia,desktop,paid
user_2727,2025-04-03,Argentina,desktop,paid
user_2728,2025-05-18,Colombia,mobile,free
user_2729,2025-01-22,Argentina,desktop,free
user_2730,2025-01-28,Mexico,mobile,free
user_2731,2025-03-05,Mexico,mobile,free
user_2732,2025-04-01,Argentina,desktop,free
user_2733,2025-02-12,Mexico,desktop,free
user_2734,2025-01-12,Colombia,mobile,free
user_2735,2025-05-25,Argentina,desktop,free
user_2736,2025-04-13,Colombia,mobile,paid
user_2737,2025-03-26,Mexico,mobile,free
user_2738,2025-04-21,Argentina,mobile,free
user_2739,2025-01-28,Mexico,mobile,free
user_2740,2025-01-03,Colombia,desktop,free
user_2741,2025-01-26,Argentina,desktop,paid
user_2742,2025-03-08,Colombia,desktop,free
user_2743,2025-02-26,Colombia,mobile,free
user_2744,2025-05-11,Argentina,desktop,free
user_2745,2025-05-13,Argentina,desktop,free
user_2746,2025-05-23,Argentina,desktop,free
user_2747,2025-05-29,Argentina,desktop,free
user_2748,2025-05-28,Colombia,mobile,paid
user_2749,2025-02-26,Argentina,desktop,paid
user_2750,2025-04-25,Colombia,desktop,free
user_2751,2025-04-06,Colombia,mobile,paid
user_2752,2025-04-11,Colombia,desktop,free
user_2753,2025-04-29,Mexico,mobile,free
user_2754,2025-05-31,Colombia,desktop,free
