id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total,es_devolucion
Order_3148,User_5951,2025-04-14,Colombia,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,206.71,5.0,201.71,False
Order_3149,User_7254,2025-06-25,Colombia,Mobile,Social,Sneakers-Urban-42,Moda,1.0,389.7,5.0,384.7,False
Order_3150,User_1490,2025-04-15,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,71.21,5.0,137.41,False
Order_3151,User_7247,2025-05-02,Argentina,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,479.43,0.0,479.43,False
Order_3152,User_4425,2025-03-29,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,23.56,0.0,23.56,False
Order_3153,User_6536,2025-03-21,Colombia,Mobile,Social,Phone-Pro-128Gb,Electronica,1.0,436.64,0.0,436.64,False
Order_3154,User_5407,2025-04-21,Argentina,Mobile,Organic,Vacuum-Pro-Black,Hogar,1.0,400.36,5.0,395.36,False
Order_3155,User_2401,2025-05-08,Argentina,Desktop,Social,Phone-Pro-128Gb,Electronica,1.0,184.52,0.0,184.52,False
Order_3156,User_1138,2025-03-08,Mexico,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,27.13,0.0,27.13,False
Order_3157,User_3849,2025-02-28,Argentina,Mobile,Social,Blender-Xl-Red,Hogar,2.0,195.32,15.0,375.64,False
Order_3158,User_3267,2025-06-15,Mexico,Mobile,Organic,Blender-Xl-Red,Hogar,1.0,415.07,10.0,405.07,False
Order_3159,User_1009,2025-03-28,Argentina,Mobile,Social,Phone-Pro-128Gb,Electronica,1.0,206.43,0.0,206.43,False
Order_3160,User_2413,2025-01-25,Argentina,Desktop,Organic,Tablet-Standard-64Gb,Electronica,1.0,230.56,15.0,215.56,False
Order_3161,User_3009,2025-01-06,Argentina,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,229.01,0.0,458.02,False
Order_3162,User_5,2025-01-16,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,458.64,0.0,458.64,False
Order_3163,User_5777,2025-01-16,Argentina,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,431.88,0.0,431.88,False
Order_3164,User_4489,2025-01-25,Argentina,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,26.75,10.0,43.49,False
Order_3165,User_4792,2025-05-16,Mexico,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,163.31,5.0,321.62,False
Order_3166,User_6562,2025-03-25,Argentina,Mobile,Social,Sneakers-Urban-42,Moda,1.0,224.3,0.0,224.3,False
Order_3167,User_1040,2025-01-08,Mexico,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,202.6,0.0,202.6,False
Order_3168,User_2837,2025-05-26,Argentina,Mobile,Social,Jacket-Winter-M,Moda,2.0,317.01,0.0,634.02,False
Order_3169,User_5635,2025-01-18,Argentina,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,317.92,0.0,317.92,False
Order_3170,User_5584,2025-02-18,Argentina,Mobile,Social,Jacket-Winter-M,Moda,2.0,375.53,0.0,751.06,False
Order_3171,User_6230,2025-05-08,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,364.43,10.0,354.43,False
Order_3172,User_5383,2025-02-25,Argentina,Mobile,Paid_Search,Sneakers-Urban-42,Moda,1.0,158.58,10.0,148.58,False
Order_3173,User_6458,2025-01-25,Mexico,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,360.16,10.0,710.32,False
Order_3174,User_4518,2025-02-09,Argentina,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,398.71,0.0,398.71,False
Order_3175,User_1513,2025-05-27,Mexico,Desktop,Social,Blender-Xl-Red,Hogar,2.0,477.45,15.0,939.91,False
Order_3176,User_7071,2025-04-23,Colombia,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,2.0,70.87,0.0,141.74,False
Order_3177,User_6510,2025-02-15,Mexico,Mobile,Organic,Phone-Pro-128Gb,Electronica,2.0,487.04,0.0,974.07,False
Order_3178,User_7179,2025-04-24,Mexico,Mobile,Social,Laptop-Gaming-16Gb,Electronica,1.0,330.89,0.0,330.89,False
Order_3179,User_6859,2025-01-10,Mexico,Mobile,Social,Blender-Xl-Red,Hogar,2.0,376.46,15.0,737.92,False
Order_3180,User_1336,2025-01-31,Colombia,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,294.12,0.0,588.25,False
Order_3181,User_5026,2025-03-21,Colombia,Desktop,Organic,Jacket-Winter-M,Moda,2.0,312.85,15.0,610.7,False
Order_3182,User_7861,2025-01-28,Colombia,Mobile,Social,Jacket-Winter-M,Moda,1.0,323.54,0.0,323.54,False
Order_3183,User_3194,2025-02-16,Argentina,Desktop,Organic,Phone-Pro-128Gb,Electronica,1.0,369.23,5.0,364.23,False
Order_3184,User_474,2025-02-12,Colombia,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,114.86,0.0,229.72,False
Order_3185,User_378,2025-05-08,Argentina,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,378.27,0.0,756.54,False
Order_3186,User_2989,2025-02-09,Colombia,Desktop,Social,Jacket-Winter-M,Moda,2.0,170.85,0.0,341.7,False
Order_3187,User_5421,2025-03-28,Argentina,Desktop,Organic,Tablet-Standard-64Gb,Electronica,2.0,328.82,10.0,647.64,False
Order_3188,User_7636,2025-06-18,Argentina,Mobile,Social,Jacket-Winter-M,Moda,1.0,199.17,15.0,184.17,False
Order_3189,User_1238,2025-04-10,Colombia,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,106.88,0.0,213.77,False
Order_3190,User_6874,2025-01-30,Argentina,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,235.18,5.0,465.37,False
Order_3191,User_7290,2025-01-17,Argentina,Desktop,Organic,Phone-Pro-128Gb,Electronica,2.0,324.05,5.0,643.1,False
Order_3192,User_4005,2025-04-04,Colombia,Mobile,Social,Vacuum-Pro-Black,Hogar,2.0,106.24,0.0,212.49,False
Order_3193,User_5427,2025-05-06,Mexico,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,116.95,0.0,116.95,False
Order_3194,User_5943,2025-04-14,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,184.73,0.0,369.46,False
Order_3195,User_375,2025-01-16,Argentina,Mobile,Organic,Vacuum-Pro-Black,Hogar,1.0,433.71,0.0,433.71,False
Order_3196,User_3000,2025-05-03,Argentina,Desktop,Social,Blender-Xl-Red,Hogar,2.0,339.48,10.0,668.96,False
Order_3197,User_7749,2025-06-18,Mexico,Desktop,Organic,Phone-Pro-128Gb,Electronica,2.0,47.69,10.0,85.39,False
Order_3198,User_7739,2025-06-01,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,37.28,0.0,37.28,False
Order_3199,User_3123,2025-05-14,Argentina,Mobile,Organic,Vacuum-Pro-Black,Hogar,1.0,210.69,10.0,200.69,False
Order_3200,User_836,2025-06-17,Argentina,Mobile,Organic,Jacket-Winter-M,Moda,1.0,422.81,0.0,422.81,False
Order_3201,User_3670,2025-05-15,Mexico,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,354.91,0.0,709.81,False
Order_3202,User_7816,2025-06-29,Mexico,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,424.48,0.0,424.48,False
Order_3203,User_7158,2025-04-11,Colombia,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,240.16,10.0,470.32,False
Order_3204,User_7825,2025-06-14,Colombia,Mobile,Social,Phone-Pro-128Gb,Electronica,1.0,433.49,0.0,433.49,False
Order_3205,User_953,2025-03-24,Argentina,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,101.86,5.0,96.86,False
Order_3206,User_4897,2025-02-20,Argentina,Desktop,Organic,Vacuum-Pro-Black,Hogar,2.0,235.63,15.0,456.27,False
Order_3207,User_7061,2025-06-10,Argentina,Mobile,Social,Jacket-Winter-M,Moda,1.0,207.31,0.0,207.31,False
Order_3208,User_7792,2025-04-22,Colombia,Mobile,Organic,Phone-Pro-128Gb,Electronica,2.0,499.11,0.0,998.22,False
Order_3209,User_3047,2025-05-06,Argentina,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,214.09,0.0,214.09,False
Order_3210,User_694,2025-01-27,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,52.9,5.0,100.8,False
Order_3211,User_7532,2025-05-04,Argentina,Mobile,Organic,Jacket-Winter-M,Moda,2.0,188.84,0.0,377.69,False
Order_3212,User_330,2025-03-20,Argentina,Mobile,Paid_Search,Sneakers-Urban-42,Moda,1.0,86.17,0.0,86.17,False
Order_3213,User_2366,2025-03-15,Mexico,Desktop,Organic,Tablet-Standard-64Gb,Electronica,2.0,104.29,5.0,203.59,False
Order_3214,User_2024,2025-06-28,Argentina,Mobile,Organic,Vacuum-Pro-Black,Hogar,1.0,216.33,0.0,216.33,False
Order_3215,User_2104,2025-01-11,Mexico,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,61.68,0.0,123.36,False
Order_3216,User_6579,2025-01-23,Argentina,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,390.21,0.0,390.21,False
Order_3217,User_3694,2025-05-31,Argentina,Desktop,Social,Jacket-Winter-M,Moda,2.0,295.73,5.0,586.47,False
Order_3218,User_4015,2025-05-27,Colombia,Desktop,Social,Laptop-Gaming-16Gb,Electronica,1.0,174.37,10.0,164.37,False
Order_3219,User_1652,2025-06-14,Mexico,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,133.7,10.0,257.39,False
Order_3220,User_55,2025-01-13,Argentina,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,234.19,5.0,229.19,False
Order_3221,User_1104,2025-01-13,Mexico,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,496.56,15.0,978.11,False
Order_3222,User_742,2025-04-09,Mexico,Desktop,Organic,Jacket-Winter-M,Moda,2.0,234.74,10.0,459.49,False
Order_3223,User_4266,2025-05-18,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,435.54,10.0,425.54,False
Order_3224,User_4045,2025-06-25,Colombia,Desktop,Social,Blender-Xl-Red,Hogar,2.0,381.66,5.0,758.33,False
Order_3225,User_772,2025-05-11,Argentina,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,174.18,0.0,348.36,False
Order_3226,User_2668,2025-02-15,Mexico,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,23.05,0.0,46.09,False
Order_3227,User_7791,2025-06-24,Colombia,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,161.92,0.0,161.92,False
Order_3228,User_5806,2025-02-24,Argentina,Mobile,Organic,Phone-Pro-128Gb,Electronica,2.0,267.76,0.0,535.51,False
Order_3229,User_7477,2025-02-17,Argentina,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,2.0,293.64,0.0,587.28,False
Order_3230,User_5371,2025-03-23,Argentina,Mobile,Paid_Search,Laptop-Gaming-16Gb,Electronica,2.0,30.51,5.0,56.01,False
Order_3231,User_648,2025-02-22,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,214.01,5.0,209.01,False
Order_3232,User_5387,2025-05-27,Mexico,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,281.45,5.0,557.9,False
Order_3233,User_347,2025-01-04,Colombia,Mobile,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,404.88,10.0,394.88,False
Order_3234,User_535,2025-04-08,Colombia,Mobile,Social,Jacket-Winter-M,Moda,1.0,297.77,15.0,282.77,False
Order_3235,User_5136,2025-06-26,Mexico,Mobile,Social,Blender-Xl-Red,Hogar,2.0,217.72,15.0,420.44,False
Order_3236,User_5353,2025-03-16,Argentina,Mobile,Organic,Phone-Pro-128Gb,Electronica,2.0,124.17,5.0,243.35,False
Order_3237,User_3294,2025-03-03,Colombia,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,192.17,0.0,192.17,False
Order_3238,User_6333,2025-03-26,Argentina,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,114.2,0.0,114.2,False
Order_3239,User_5949,2025-04-10,Argentina,Desktop,Social,Blender-Xl-Red,Hogar,2.0,462.02,0.0,924.04,False
Order_3240,User_6561,2025-04-06,Argentina,Mobile,Organic,Laptop-Gaming-16Gb,Electronica,2.0,31.72,10.0,53.45,False
Order_3241,User_4658,2025-04-13,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,2.0,165.85,0.0,331.7,False
Order_3242,User_6415,2025-02-06,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,313.84,0.0,313.84,False
Order_3243,User_899,2025-06-09,Argentina,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,37.37,0.0,74.73,False
Order_3244,User_4214,2025-04-19,Mexico,Desktop,Social,Blender-Xl-Red,Hogar,1.0,186.52,0.0,186.52,False
Order_3245,User_3688,2025-06-10,Mexico,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,134.01,0.0,134.01,False
Order_3246,User_7067,2025-06-17,Colombia,Desktop,Social,Tablet-Standard-64Gb,Electronica,1.0,21.0,10.0,11.0,False
Order_3247,User_4293,2025-03-11,Mexico,Mobile,Organic,Laptop-Gaming-16Gb,Electronica,2.0,51.59,5.0,98.19,False
Order_3248,User_1970,2025-01-03,Colombia,Desktop,Paid_Search,Sneakers-Urban-42,Moda,2.0,379.61,10.0,749.22,False
Order_3249,User_2256,2025-04-16,Mexico,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,351.45,0.0,351.45,False
Order_3250,User_4126,2025-02-18,Colombia,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,280.28,5.0,555.57,False
Order_3251,User_5160,2025-05-05,Colombia,Mobile,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,365.45,0.0,365.45,False
Order_3252,User_5407,2025-01-03,Argentina,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,430.8,0.0,861.6,False
Order_3253,User_29,2025-04-12,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,131.63,0.0,131.63,False
Order_3254,User_7108,2025-04-25,Argentina,Desktop,Social,Phone-Pro-128Gb,Electronica,2.0,443.74,15.0,872.48,False
Order_3255,User_5766,2025-06-26,Colombia,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,491.0,0.0,982.01,False
Order_3256,User_554,2025-06-13,Argentina,Desktop,Social,Sneakers-Urban-42,Moda,1.0,178.93,0.0,178.93,False
Order_3257,User_5414,2025-02-10,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,68.18,0.0,68.18,False
Order_3258,User_7634,2025-05-06,Argentina,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,493.34,0.0,493.34,False
Order_3259,User_3022,2025-05-18,Argentina,Desktop,Social,Phone-Pro-128Gb,Electronica,1.0,281.03,0.0,281.03,False
Order_3260,User_7311,2025-03-07,Colombia,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,21.15,0.0,21.15,False
Order_3261,User_4571,2025-06-27,Mexico,Mobile,Organic,Laptop-Gaming-16Gb,Electronica,1.0,65.36,15.0,50.36,False
Order_3262,User_2306,2025-05-18,Colombia,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,2.0,250.24,0.0,500.48,False
Order_3263,User_4848,2025-05-26,Colombia,Mobile,Social,Blender-Xl-Red,Hogar,1.0,296.48,0.0,296.48,False
Order_3264,User_3505,2025-01-31,Mexico,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,241.82,10.0,473.65,False
Order_3265,User_1705,2025-02-21,Colombia,Desktop,Social,Sneakers-Urban-42,Moda,1.0,281.04,0.0,281.04,False
Order_3266,User_5418,2025-05-23,Argentina,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,284.08,10.0,558.16,False
Order_3267,User_7240,2025-02-21,Colombia,Mobile,Social,Jacket-Winter-M,Moda,2.0,82.25,10.0,154.49,False
Order_3268,User_4624,2025-01-10,Colombia,Mobile,Paid_Search,Blender-Xl-Red,Hogar,1.0,74.22,0.0,74.22,False
Order_3269,User_3909,2025-01-28,Colombia,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,264.34,5.0,259.34,False
Order_3270,User_4257,2025-01-10,Argentina,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,407.1,10.0,397.1,False
Order_3271,User_5007,2025-02-17,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,396.13,0.0,792.27,False
Order_3272,User_991,2025-06-27,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,311.8,10.0,301.8,False
Order_3273,User_3309,2025-03-03,Mexico,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,197.63,0.0,395.27,False
Order_3274,User_5677,2025-04-05,Mexico,Mobile,Organic,Tablet-Standard-64Gb,Electronica,2.0,273.62,0.0,547.24,False
Order_3275,User_3151,2025-02-06,Colombia,Mobile,Social,Blender-Xl-Red,Hogar,1.0,98.87,10.0,88.87,False
Order_3276,User_5208,2025-01-11,Mexico,Mobile,Social,Sneakers-Urban-42,Moda,1.0,431.77,15.0,416.77,False
Order_3277,User_6502,2025-05-09,Mexico,Mobile,Social,Sneakers-Urban-42,Moda,1.0,432.81,10.0,422.81,False
Order_3278,User_2927,2025-02-18,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,77.83,0.0,77.83,False
Order_3279,User_1282,2025-03-23,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,42.66,15.0,27.66,False
Order_3280,User_719,2025-01-04,Mexico,Mobile,Organic,Tablet-Standard-64Gb,Electronica,1.0,318.4,15.0,303.4,False
Order_3281,User_3346,2025-03-29,Argentina,Mobile,Organic,Laptop-Gaming-16Gb,Electronica,1.0,135.27,5.0,130.27,False
Order_3282,User_4058,2025-03-06,Argentina,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,368.48,5.0,363.48,False
Order_3283,User_3145,2025-03-31,Mexico,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,162.84,5.0,320.68,False
Order_3284,User_1926,2025-06-14,Argentina,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,201.73,10.0,191.73,False
Order_3285,User_6138,2025-04-08,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,53.92,10.0,97.84,False
Order_3286,User_6407,2025-03-16,Mexico,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,496.05,5.0,491.05,False
Order_3287,User_3886,2025-02-27,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,2.0,432.13,0.0,864.27,False
Order_3288,User_6266,2025-02-19,Argentina,Desktop,Social,Jacket-Winter-M,Moda,2.0,460.45,10.0,910.9,False
Order_3289,User_6049,2025-04-23,Colombia,Desktop,Social,Blender-Xl-Red,Hogar,1.0,307.69,10.0,297.69,False
Order_3290,User_393,2025-04-23,Colombia,Mobile,Organic,Jacket-Winter-M,Moda,1.0,422.1,0.0,422.1,False
Order_3291,User_2191,2025-03-04,Colombia,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,310.69,10.0,300.69,False
Order_3292,User_3268,2025-03-15,Mexico,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,149.15,0.0,298.3,False
Order_3293,User_5367,2025-02-06,Colombia,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,142.47,5.0,137.47,False
Order_3294,User_6423,2025-03-23,Argentina,Mobile,Organic,Tablet-Standard-64Gb,Electronica,2.0,91.64,15.0,168.27,False
Order_3295,User_2359,2025-06-25,Mexico,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,305.83,0.0,611.65,False
Order_3296,User_4769,2025-05-13,Mexico,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,348.96,0.0,348.96,False
Order_3297,User_715,2025-06-08,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,405.65,15.0,390.65,False
Order_3298,User_2630,2025-03-24,Argentina,Desktop,Social,Phone-Pro-128Gb,Electronica,1.0,311.99,0.0,311.99,False
Order_3299,User_5914,2025-02-06,Mexico,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,66.12,0.0,132.25,False
Order_3300,User_5673,2025-06-25,Mexico,Desktop,Social,Jacket-Winter-M,Moda,2.0,369.7,0.0,739.41,False
Order_3301,User_2275,2025-04-08,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,189.44,0.0,378.89,False
Order_3302,User_6092,2025-01-15,Colombia,Mobile,Social,Phone-Pro-128Gb,Electronica,1.0,164.07,0.0,164.07,False
Order_3303,User_5122,2025-05-26,Argentina,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,1.0,373.88,10.0,363.88,False
Order_3304,User_524,2025-02-27,Mexico,Desktop,Social,Blender-Xl-Red,Hogar,1.0,106.81,10.0,96.81,False
Order_3305,User_6508,2025-01-10,Argentina,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,304.0,10.0,598.01,False
Order_3306,User_6996,2025-01-19,Mexico,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,321.68,0.0,643.36,False
Order_3307,User_3223,2025-05-02,Colombia,Desktop,Social,Jacket-Winter-M,Moda,2.0,306.15,15.0,597.29,False
Order_3308,User_6868,2025-06-15,Mexico,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,1.0,385.72,15.0,370.72,False
Order_3309,User_1297,2025-06-25,Colombia,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,420.03,15.0,825.07,False
Order_3310,User_6334,2025-04-26,Mexico,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,455.43,0.0,455.43,False
Order_3311,User_6098,2025-03-02,Colombia,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,473.38,5.0,941.77,False
Order_3312,User_7003,2025-06-06,Colombia,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,384.93,5.0,764.86,False
Order_3313,User_7168,2025-06-12,Argentina,Desktop,Social,Laptop-Gaming-16Gb,Electronica,1.0,55.49,0.0,55.49,False
Order_3314,User_2822,2025-02-09,Mexico,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,1.0,234.62,0.0,234.62,False
Order_3315,User_2124,2025-04-03,Argentina,Desktop,Organic,Phone-Pro-128Gb,Electronica,2.0,389.83,0.0,779.66,False
Order_3316,User_7714,2025-03-15,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,464.2,10.0,918.39,False
Order_3317,User_6731,2025-02-14,Argentina,Desktop,Social,Blender-Xl-Red,Hogar,2.0,98.01,0.0,196.02,False
Order_3318,User_3858,2025-04-10,Argentina,Mobile,Social,Sneakers-Urban-42,Moda,2.0,298.27,0.0,596.54,False
Order_3319,User_5529,2025-02-11,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,418.17,0.0,836.35,False
Order_3320,User_7669,2025-01-06,Colombia,Desktop,Paid_Search,Sneakers-Urban-42,Moda,2.0,439.18,5.0,873.36,False
Order_3321,User_4039,2025-03-18,Argentina,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,237.08,0.0,474.16,False
Order_3322,User_2879,2025-04-28,Colombia,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,91.24,0.0,182.47,False
Order_3323,User_1763,2025-05-19,Colombia,Mobile,Social,Jacket-Winter-M,Moda,1.0,42.08,0.0,42.08,False
Order_3324,User_4603,2025-04-13,Argentina,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,419.39,5.0,833.78,False
Order_3325,User_341,2025-06-10,Mexico,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,238.77,15.0,462.54,False
Order_3326,User_6651,2025-04-14,Argentina,Mobile,Organic,Jacket-Winter-M,Moda,1.0,445.57,5.0,440.57,False
Order_3327,User_4048,2025-04-17,Mexico,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,339.74,0.0,679.48,False
Order_3328,User_4139,2025-04-26,Mexico,Mobile,Social,Tablet-Standard-64Gb,Electronica,2.0,51.87,0.0,103.73,False
Order_3329,User_93,2025-04-10,Mexico,Mobile,Paid_Search,Blender-Xl-Red,Hogar,1.0,212.36,5.0,207.36,False
Order_3330,User_1128,2025-03-28,Colombia,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,357.66,5.0,710.31,False
Order_3331,User_4129,2025-04-13,Argentina,Mobile,Organic,Phone-Pro-128Gb,Electronica,2.0,55.94,15.0,96.89,False
Order_3332,User_1082,2025-05-16,Colombia,Desktop,Social,Blender-Xl-Red,Hogar,2.0,164.06,0.0,328.12,False
Order_3333,User_3524,2025-02-25,Mexico,Desktop,Organic,Vacuum-Pro-Black,Hogar,2.0,256.21,0.0,512.42,False
Order_3334,User_717,2025-05-26,Colombia,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,310.68,10.0,300.68,False
Order_3335,User_4329,2025-06-18,Mexico,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,489.12,10.0,968.24,False
Order_3336,User_4178,2025-04-04,Mexico,Mobile,Social,Tablet-Standard-64Gb,Electronica,1.0,126.93,0.0,126.93,False
Order_3337,User_3582,2025-05-21,Mexico,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,125.94,0.0,251.88,False
Order_3338,User_4501,2025-04-15,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,189.31,5.0,184.31,False
Order_3339,User_6743,2025-03-20,Colombia,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,25.28,10.0,15.28,False
Order_3340,User_1533,2025-02-06,Argentina,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,401.22,5.0,797.44,False
Order_3341,User_589,2025-05-19,Argentina,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,383.13,0.0,766.25,False
Order_3342,User_1377,2025-03-18,Mexico,Mobile,Social,Blender-Xl-Red,Hogar,1.0,405.65,0.0,405.65,False
Order_3343,User_6001,2025-06-09,Mexico,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,498.02,0.0,996.05,False
Order_3344,User_5705,2025-02-21,Colombia,Mobile,Social,Jacket-Winter-M,Moda,2.0,337.84,0.0,675.68,False
Order_3345,User_3034,2025-05-22,Mexico,Desktop,Social,Blender-Xl-Red,Hogar,2.0,328.29,0.0,656.57,False
Order_3346,User_5745,2025-06-18,Mexico,Mobile,Organic,Vacuum-Pro-Black,Hogar,1.0,282.8,0.0,282.8,False
Order_3347,User_5417,2025-05-13,Colombia,Desktop,Social,Blender-Xl-Red,Hogar,2.0,50.08,5.0,95.16,False
Order_3348,User_1227,2025-04-24,Colombia,Mobile,Organic,Tablet-Standard-64Gb,Electronica,1.0,410.38,10.0,400.38,False
Order_3349,User_2832,2025-02-22,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,2.0,247.73,5.0,490.47,False
Order_3350,User_305,2025-06-20,Mexico,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,174.11,0.0,174.11,False
Order_3351,User_6381,2025-06-24,Colombia,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,415.41,0.0,415.41,False
Order_3352,User_149,2025-02-09,Argentina,Mobile,Social,Vacuum-Pro-Black,Hogar,2.0,219.15,15.0,423.29,False
Order_3353,User_4834,2025-05-28,Mexico,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,271.04,10.0,532.07,False
