id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,categoria_producto,cantidad,precio_unitario,monto_descuento,monto_total,es_devolucion,costo_unitario,cogs,gross_profit,gross_margin_pct
Order_4405,User_1749,2025-04-22,Argentina,Mobile,Organic,Laptop-Gaming-16Gb,Electronica,1.0,98.76,5.0,93.76,False,280.68,280.68,-186.92000000000002,-199.36
Order_4406,User_3329,2025-01-01,Mexico,Mobile,Social,Sneakers-Urban-42,Moda,1.0,362.74,0.0,362.74,False,17.21,17.21,345.53000000000003,95.26
Order_4407,User_5177,2025-02-10,Colombia,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,482.63,10.0,472.63,False,280.68,280.68,191.95,40.61
Order_4408,User_4860,2025-01-16,Argentina,Mobile,Social,Sneakers-Urban-42,Moda,2.0,271.06,10.0,532.13,False,17.21,34.42,497.71,93.53
Order_4409,User_2555,2025-05-15,Mexico,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,314.22,15.0,613.43,False,176.64,353.28,260.15,42.41
Order_4410,User_2324,2025-04-16,Colombia,Desktop,Social,Laptop-Gaming-16Gb,Electronica,1.0,258.89,15.0,243.89,False,280.68,280.68,-36.79000000000002,-15.08
Order_4411,User_56,2025-03-15,Mexico,Mobile,Paid_Search,Laptop-Gaming-16Gb,Electronica,2.0,264.64,0.0,529.27,False,280.68,561.36,-32.09000000000003,-6.06
Order_4412,User_4073,2025-03-13,Colombia,Mobile,Paid_Search,Jacket-Winter-M,Moda,1.0,402.37,10.0,392.37,False,189.31,189.31,203.06,51.75
Order_4413,User_329,2025-01-04,Colombia,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,182.72,5.0,360.45,False,25.21,50.42,310.03,86.01
Order_4414,User_2233,2025-05-16,Mexico,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,62.95,10.0,115.9,False,176.64,353.28,-237.37999999999997,-204.81
Order_4415,User_5766,2025-04-27,Colombia,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,409.22,0.0,409.22,False,25.21,25.21,384.01000000000005,93.84
Order_4416,User_2876,2025-06-14,Argentina,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,496.98,0.0,993.95,False,16.6,33.2,960.75,96.66
Order_4417,User_6213,2025-02-21,Argentina,Desktop,Social,Blender-Xl-Red,Hogar,1.0,34.55,0.0,34.55,False,176.64,176.64,-142.08999999999997,-411.26
Order_4418,User_1350,2025-03-12,Argentina,Mobile,Social,Phone-Pro-128Gb,Electronica,1.0,427.45,10.0,417.45,False,10.12,10.12,407.33,97.58
Order_4419,User_1181,2025-04-10,Mexico,Mobile,Social,Jacket-Winter-M,Moda,1.0,221.22,15.0,206.22,False,189.31,189.31,16.909999999999997,8.2
Order_4420,User_6083,2025-05-03,Colombia,Mobile,Organic,Vacuum-Pro-Black,Hogar,2.0,435.9,5.0,866.8,False,16.6,33.2,833.5999999999999,96.17
Order_4421,User_7955,2025-02-04,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,143.94,10.0,277.87,False,189.31,378.62,-100.75,-36.26
Order_4422,User_1940,2025-03-02,Argentina,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,91.52,15.0,168.03,False,10.12,20.24,147.79,87.95
Order_4423,User_5341,2025-04-09,Mexico,Mobile,Organic,Sneakers-Urban-42,Moda,2.0,464.3,5.0,923.6,False,17.21,34.42,889.1800000000001,96.27
Order_4424,User_2829,2025-05-22,Argentina,Desktop,Social,Blender-Xl-Red,Hogar,1.0,436.99,15.0,421.99,False,176.64,176.64,245.35000000000002,58.14
Order_4425,User_3081,2025-02-07,Colombia,Desktop,Social,Jacket-Winter-M,Moda,2.0,442.25,10.0,874.5,False,189.31,378.62,495.88,56.7
Order_4426,User_407,2025-04-05,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,44.31,5.0,39.31,False,17.21,17.21,22.1,56.22
Order_4427,User_3032,2025-06-26,Colombia,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,191.83,15.0,368.67,False,10.12,20.24,348.43,94.51
Order_4428,User_4096,2025-06-18,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,176.01,10.0,166.01,False,16.6,16.6,149.41,90.0
Order_4429,User_1410,2025-03-21,Colombia,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,345.28,0.0,690.56,False,280.68,561.36,129.19999999999993,18.71
Order_4430,User_6230,2025-01-06,Mexico,Mobile,Social,Phone-Pro-128Gb,Electronica,2.0,91.45,0.0,182.9,False,10.12,20.24,162.66,88.93
Order_4431,User_2040,2025-01-28,Argentina,Desktop,Paid_Search,Sneakers-Urban-42,Moda,1.0,396.04,10.0,386.04,False,17.21,17.21,368.83000000000004,95.54
Order_4432,User_5619,2025-03-14,Argentina,Mobile,Social,Tablet-Standard-64Gb,Electronica,1.0,432.72,0.0,432.72,False,25.21,25.21,407.51000000000005,94.17
Order_4433,User_4792,2025-03-04,Mexico,Desktop,Organic,Blender-Xl-Red,Hogar,1.0,135.21,0.0,135.21,False,176.64,176.64,-41.42999999999998,-30.64
Order_4434,User_6979,2025-06-21,Mexico,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,467.54,0.0,467.54,False,10.12,10.12,457.42,97.84
Order_4435,User_700,2025-06-07,Argentina,Desktop,Organic,Jacket-Winter-M,Moda,2.0,419.27,0.0,838.55,False,189.31,378.62,459.92999999999995,54.85
Order_4436,User_1618,2025-05-16,Argentina,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,257.82,10.0,505.65,False,25.21,50.42,455.22999999999996,90.03
Order_4437,User_5204,2025-06-10,Argentina,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,420.12,0.0,420.12,False,16.6,16.6,403.52,96.05
Order_4438,User_7992,2025-05-16,Argentina,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,481.85,10.0,471.85,False,189.31,189.31,282.54,59.88
Order_4439,User_3174,2025-01-06,Colombia,Mobile,Social,Blender-Xl-Red,Hogar,1.0,341.19,10.0,331.19,False,176.64,176.64,154.55,46.67
Order_4440,User_2317,2025-06-26,Mexico,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,152.89,10.0,142.89,False,25.21,25.21,117.67999999999998,82.36
Order_4441,User_2500,2025-04-18,Argentina,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,466.61,0.0,933.22,False,176.64,353.28,579.94,62.14
Order_4442,User_2873,2025-01-01,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,1.0,453.63,15.0,438.63,False,16.6,16.6,422.03,96.22
Order_4443,User_5273,2025-02-17,Colombia,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,28.45,0.0,28.45,False,16.6,16.6,11.849999999999998,41.65
Order_4444,User_3881,2025-03-20,Mexico,Mobile,Social,Sneakers-Urban-42,Moda,1.0,139.25,0.0,139.25,False,17.21,17.21,122.03999999999999,87.64
Order_4445,User_343,2025-04-19,Argentina,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,291.92,0.0,291.92,False,25.21,25.21,266.71000000000004,91.36
Order_4446,User_5511,2025-03-11,Argentina,Desktop,Social,Jacket-Winter-M,Moda,1.0,366.16,5.0,361.16,False,189.31,189.31,171.85000000000002,47.58
Order_4447,User_7736,2025-06-10,Colombia,Desktop,Social,Tablet-Standard-64Gb,Electronica,2.0,40.85,0.0,81.69,False,25.21,50.42,31.269999999999996,38.28
Order_4448,User_7368,2025-06-04,Colombia,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,437.58,0.0,437.58,False,25.21,25.21,412.37,94.24
Order_4449,User_2745,2025-04-02,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,182.01,5.0,359.02,False,176.64,353.28,5.740000000000009,1.6
Order_4450,User_6014,2025-05-01,Argentina,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,405.97,15.0,796.94,False,176.64,353.28,443.6600000000001,55.67
Order_4451,User_5767,2025-03-04,Colombia,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,347.84,0.0,347.84,False,189.31,189.31,158.52999999999997,45.58
Order_4452,User_1137,2025-03-28,Colombia,Mobile,Social,Sneakers-Urban-42,Moda,2.0,291.12,0.0,582.23,False,17.21,34.42,547.8100000000001,94.09
Order_4453,User_4480,2025-03-03,Colombia,Mobile,Social,Jacket-Winter-M,Moda,1.0,413.97,5.0,408.97,False,189.31,189.31,219.66000000000003,53.71
Order_4454,User_3692,2025-05-07,Argentina,Desktop,Organic,Tablet-Standard-64Gb,Electronica,1.0,89.59,10.0,79.59,False,25.21,25.21,54.38,68.33
Order_4455,User_1061,2025-05-24,Mexico,Desktop,Paid_Search,Blender-Xl-Red,Hogar,2.0,206.58,5.0,408.16,False,176.64,353.28,54.88000000000005,13.45
Order_4456,User_6170,2025-01-20,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,281.33,0.0,281.33,False,16.6,16.6,264.72999999999996,94.1
Order_4457,User_7051,2025-02-05,Colombia,Desktop,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,310.76,0.0,621.53,False,10.12,20.24,601.29,96.74
Order_4458,User_3358,2025-01-12,Colombia,Desktop,Social,Blender-Xl-Red,Hogar,2.0,479.48,0.0,958.97,False,176.64,353.28,605.69,63.16
Order_4459,User_7222,2025-04-16,Mexico,Mobile,Paid_Search,Sneakers-Urban-42,Moda,1.0,447.39,5.0,442.39,False,17.21,17.21,425.18,96.11
Order_4460,User_3482,2025-01-19,Colombia,Mobile,Organic,Blender-Xl-Red,Hogar,2.0,380.95,0.0,761.89,False,176.64,353.28,408.61,53.63
Order_4461,User_4465,2025-05-21,Colombia,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,30.54,0.0,61.08,False,176.64,353.28,-292.2,-478.39
Order_4462,User_6656,2025-02-04,Argentina,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,476.03,0.0,476.03,False,16.6,16.6,459.42999999999995,96.51
Order_4463,User_4468,2025-02-24,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,218.96,10.0,208.96,False,17.21,17.21,191.75,91.76
Order_4464,User_5822,2025-01-25,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,179.97,0.0,359.93,False,17.21,34.42,325.51,90.44
Order_4465,User_40,2025-01-03,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,459.29,15.0,903.59,False,189.31,378.62,524.97,58.1
Order_4466,User_1223,2025-04-15,Colombia,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,1.0,191.9,0.0,191.9,False,16.6,16.6,175.3,91.35
Order_4467,User_6127,2025-03-13,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,2.0,232.62,10.0,455.23,False,17.21,34.42,420.81,92.44
Order_4468,User_7168,2025-04-26,Argentina,Desktop,Social,Phone-Pro-128Gb,Electronica,2.0,407.65,15.0,800.31,False,10.12,20.24,780.0699999999999,97.47
Order_4469,User_3840,2025-01-24,Colombia,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,273.43,5.0,268.43,False,16.6,16.6,251.83,93.82
Order_4470,User_4240,2025-03-02,Colombia,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,300.16,0.0,300.16,False,17.21,17.21,282.95000000000005,94.27
Order_4471,User_6770,2025-01-24,Argentina,Desktop,Social,Jacket-Winter-M,Moda,2.0,93.01,0.0,186.02,False,189.31,378.62,-192.6,-103.54
Order_4472,User_6377,2025-06-03,Argentina,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,212.65,5.0,420.29,False,25.21,50.42,369.87,88.0
Order_4473,User_4443,2025-06-11,Colombia,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,423.49,0.0,846.98,False,10.12,20.24,826.74,97.61
Order_4474,User_5040,2025-03-03,Colombia,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,1.0,161.39,0.0,161.39,False,280.68,280.68,-119.29000000000002,-73.91
Order_4475,User_3372,2025-06-26,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,199.75,15.0,384.5,False,176.64,353.28,31.220000000000027,8.12
Order_4476,User_7749,2025-02-12,Mexico,Desktop,Social,Sneakers-Urban-42,Moda,2.0,238.68,5.0,472.37,False,17.21,34.42,437.95,92.71
Order_4477,User_1604,2025-06-28,Mexico,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,34.03,5.0,63.07,False,176.64,353.28,-290.21,-460.14
Order_4478,User_6616,2025-05-06,Mexico,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,102.9,0.0,205.8,False,25.21,50.42,155.38,75.5
Order_4479,User_1076,2025-02-25,Colombia,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,472.95,0.0,945.9,False,176.64,353.28,592.62,62.65
Order_4480,User_538,2025-03-26,Argentina,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,453.06,5.0,901.12,False,176.64,353.28,547.84,60.8
Order_4481,User_7850,2025-05-09,Argentina,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,66.83,10.0,123.66,False,176.64,353.28,-229.61999999999998,-185.69
Order_4482,User_1067,2025-05-28,Argentina,Desktop,Social,Phone-Pro-128Gb,Electronica,2.0,23.78,0.0,47.56,False,10.12,20.24,27.320000000000004,57.44
Order_4483,User_6091,2025-04-20,Mexico,Desktop,Social,Blender-Xl-Red,Hogar,1.0,382.13,0.0,382.13,False,176.64,176.64,205.49,53.77
Order_4484,User_287,2025-04-02,Colombia,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,265.36,0.0,530.73,False,10.12,20.24,510.49,96.19
Order_4485,User_4065,2025-05-23,Colombia,Desktop,Social,Laptop-Gaming-16Gb,Electronica,1.0,24.29,15.0,9.29,False,280.68,280.68,-271.39,-2921.31
Order_4486,User_2139,2025-01-07,Colombia,Desktop,Paid_Search,Sneakers-Urban-42,Moda,2.0,105.6,0.0,211.21,False,17.21,34.42,176.79000000000002,83.7
Order_4487,User_3266,2025-06-10,Mexico,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,386.21,0.0,772.41,False,16.6,33.2,739.2099999999999,95.7
Order_4488,User_6390,2025-06-20,Mexico,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,466.13,5.0,461.13,False,17.21,17.21,443.92,96.27
Order_4489,User_7306,2025-02-14,Argentina,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,351.99,0.0,703.98,False,280.68,561.36,142.62,20.26
Order_4490,User_6904,2025-03-01,Mexico,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,206.82,5.0,201.82,False,17.21,17.21,184.60999999999999,91.47
Order_4491,User_928,2025-02-15,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,453.88,5.0,448.88,False,16.6,16.6,432.28,96.3
Order_4492,User_5002,2025-02-23,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,1.0,491.48,0.0,491.48,False,16.6,16.6,474.88,96.62
Order_4493,User_2156,2025-03-17,Mexico,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,72.08,5.0,67.08,False,10.12,10.12,56.96,84.91
Order_4494,User_5636,2025-06-19,Colombia,Desktop,Social,Blender-Xl-Red,Hogar,2.0,26.89,10.0,43.79,False,176.64,353.28,-309.48999999999995,-706.76
Order_4495,User_6425,2025-06-08,Argentina,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,490.66,5.0,485.66,False,25.21,25.21,460.45000000000005,94.81
Order_4496,User_3779,2025-01-31,Argentina,Desktop,Social,Laptop-Gaming-16Gb,Electronica,2.0,314.45,0.0,628.91,False,280.68,561.36,67.54999999999995,10.74
Order_4497,User_3541,2025-02-22,Argentina,Mobile,Organic,Blender-Xl-Red,Hogar,1.0,489.98,10.0,479.98,False,176.64,176.64,303.34000000000003,63.2
Order_4498,User_1568,2025-03-18,Argentina,Mobile,Social,Sneakers-Urban-42,Moda,2.0,263.34,0.0,526.67,False,17.21,34.42,492.24999999999994,93.46
Order_4499,User_939,2025-04-21,Mexico,Mobile,Social,Blender-Xl-Red,Hogar,1.0,362.83,0.0,362.83,False,176.64,176.64,186.19,51.32
Order_4500,User_6203,2025-01-17,Mexico,Mobile,Paid_Search,Blender-Xl-Red,Hogar,1.0,464.39,15.0,449.39,False,176.64,176.64,272.75,60.69
Order_4501,User_6732,2025-02-10,Mexico,Mobile,Paid_Search,Sneakers-Urban-42,Moda,2.0,43.95,15.0,72.89,False,17.21,34.42,38.47,52.78
Order_4502,User_1034,2025-01-02,Argentina,Mobile,Social,Jacket-Winter-M,Moda,1.0,315.7,5.0,310.7,False,189.31,189.31,121.38999999999999,39.07
Order_4503,User_906,2025-01-09,Argentina,Mobile,Organic,Vacuum-Pro-Black,Hogar,1.0,376.2,0.0,376.2,False,16.6,16.6,359.59999999999997,95.59
Order_4504,User_7315,2025-06-25,Colombia,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,478.76,10.0,947.52,False,16.6,33.2,914.3199999999999,96.5
Order_4505,User_4175,2025-04-18,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,443.25,5.0,881.49,False,189.31,378.62,502.87,57.05
Order_4506,User_7907,2025-02-10,Colombia,Mobile,Organic,Phone-Pro-128Gb,Electronica,1.0,111.0,0.0,111.0,False,10.12,10.12,100.88,90.88
Order_4507,User_5079,2025-02-09,Mexico,Desktop,Paid_Search,Blender-Xl-Red,Hogar,1.0,247.69,0.0,247.69,False,176.64,176.64,71.05000000000001,28.69
Order_4508,User_3717,2025-04-22,Mexico,Desktop,Social,Blender-Xl-Red,Hogar,2.0,79.88,5.0,154.76,False,176.64,353.28,-198.51999999999998,-128.28
Order_4509,User_2538,2025-02-12,Mexico,Mobile,Paid_Search,Jacket-Winter-M,Moda,2.0,191.11,0.0,382.22,False,189.31,378.62,3.6000000000000227,0.94
Order_4510,User_6116,2025-05-14,Mexico,Mobile,Paid_Search,Sneakers-Urban-42,Moda,2.0,474.7,10.0,939.39,False,17.21,34.42,904.97,96.34
Order_4511,User_3825,2025-06-23,Mexico,Mobile,Social,Phone-Pro-128Gb,Electronica,1.0,133.87,10.0,123.87,False,10.12,10.12,113.75,91.83
Order_4512,User_6090,2025-06-01,Mexico,Desktop,Organic,Tablet-Standard-64Gb,Electronica,2.0,242.53,0.0,485.06,False,25.21,50.42,434.64,89.61
Order_4513,User_1467,2025-05-30,Mexico,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,479.87,0.0,959.74,False,176.64,353.28,606.46,63.19
Order_4514,User_5305,2025-04-26,Mexico,Desktop,Social,Blender-Xl-Red,Hogar,1.0,49.23,5.0,44.23,False,176.64,176.64,-132.41,-299.37
Order_4515,User_6179,2025-06-02,Argentina,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,2.0,90.08,0.0,180.16,False,25.21,50.42,129.74,72.01
Order_4516,User_2193,2025-05-26,Argentina,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,52.03,15.0,89.07,False,16.6,33.2,55.86999999999999,62.73
Order_4517,User_5149,2025-04-25,Argentina,Mobile,Paid_Search,Laptop-Gaming-16Gb,Electronica,2.0,110.17,5.0,215.33,False,280.68,561.36,-346.03,-160.7
Order_4518,User_3510,2025-06-06,Mexico,Desktop,Organic,Blender-Xl-Red,Hogar,2.0,48.84,5.0,92.67,False,176.64,353.28,-260.60999999999996,-281.22
Order_4519,User_4880,2025-04-24,Colombia,Mobile,Social,Laptop-Gaming-16Gb,Electronica,1.0,355.07,15.0,340.07,False,280.68,280.68,59.389999999999986,17.46
Order_4520,User_2478,2025-03-08,Mexico,Desktop,Social,Vacuum-Pro-Black,Hogar,2.0,131.89,5.0,258.78,False,16.6,33.2,225.57999999999998,87.17
Order_4521,User_5620,2025-01-06,Argentina,Desktop,Social,Blender-Xl-Red,Hogar,2.0,407.58,0.0,815.16,False,176.64,353.28,461.88,56.66
Order_4522,User_1709,2025-03-17,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,425.79,0.0,425.79,False,17.21,17.21,408.58000000000004,95.96
Order_4523,User_5720,2025-05-18,Argentina,Desktop,Organic,Laptop-Gaming-16Gb,Electronica,2.0,403.52,5.0,802.05,False,280.68,561.36,240.68999999999994,30.01
Order_4524,User_524,2025-01-24,Mexico,Desktop,Paid_Search,Laptop-Gaming-16Gb,Electronica,1.0,71.04,0.0,71.04,False,280.68,280.68,-209.64,-295.1
Order_4525,User_6303,2025-01-30,Mexico,Desktop,Organic,Tablet-Standard-64Gb,Electronica,2.0,244.39,10.0,478.78,False,25.21,50.42,428.35999999999996,89.47
Order_4526,User_3148,2025-02-02,Argentina,Mobile,Paid_Search,Sneakers-Urban-42,Moda,2.0,60.75,0.0,121.51,False,17.21,34.42,87.09,71.67
Order_4527,User_5958,2025-02-28,Argentina,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,52.49,5.0,47.49,False,10.12,10.12,37.370000000000005,78.69
Order_4528,User_5758,2025-05-17,Mexico,Mobile,Social,Laptop-Gaming-16Gb,Electronica,2.0,344.66,5.0,684.31,False,280.68,561.36,122.94999999999993,17.97
Order_4529,User_6893,2025-01-29,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,2.0,284.86,0.0,569.72,False,17.21,34.42,535.3000000000001,93.96
Order_4530,User_5923,2025-04-12,Colombia,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,399.47,0.0,798.95,False,16.6,33.2,765.75,95.84
Order_4531,User_3094,2025-05-29,Colombia,Desktop,Social,Jacket-Winter-M,Moda,1.0,480.62,5.0,475.62,False,189.31,189.31,286.31,60.2
Order_4532,User_2722,2025-02-04,Colombia,Desktop,Social,Sneakers-Urban-42,Moda,1.0,226.01,5.0,221.01,False,17.21,17.21,203.79999999999998,92.21
Order_4533,User_7944,2025-02-16,Argentina,Mobile,Organic,Blender-Xl-Red,Hogar,1.0,176.91,5.0,171.91,False,176.64,176.64,-4.72999999999999,-2.75
Order_4534,User_5487,2025-03-01,Argentina,Desktop,Organic,Jacket-Winter-M,Moda,2.0,196.06,15.0,377.13,False,189.31,378.62,-1.490000000000009,-0.4
Order_4535,User_3365,2025-03-03,Colombia,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,2.0,386.95,5.0,768.9,False,10.12,20.24,748.66,97.37
Order_4536,User_3045,2025-05-11,Colombia,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,349.76,0.0,349.76,False,189.31,189.31,160.45,45.87
Order_4537,User_6619,2025-05-20,Mexico,Desktop,Paid_Search,Jacket-Winter-M,Moda,2.0,347.7,15.0,680.4,False,189.31,378.62,301.78,44.35
Order_4538,User_7316,2025-03-03,Mexico,Mobile,Social,Sneakers-Urban-42,Moda,1.0,119.18,5.0,114.18,False,17.21,17.21,96.97,84.93
Order_4539,User_7401,2025-01-22,Mexico,Mobile,Organic,Sneakers-Urban-42,Moda,2.0,284.89,0.0,569.78,False,17.21,34.42,535.36,93.96
Order_4540,User_2959,2025-05-18,Argentina,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,205.57,10.0,401.14,False,16.6,33.2,367.94,91.72
Order_4541,User_5506,2025-03-08,Mexico,Desktop,Social,Sneakers-Urban-42,Moda,1.0,38.93,10.0,28.93,False,17.21,17.21,11.719999999999999,40.51
Order_4542,User_6046,2025-02-04,Colombia,Desktop,Organic,Jacket-Winter-M,Moda,2.0,324.55,0.0,649.1,False,189.31,378.62,270.48,41.67
Order_4543,User_740,2025-01-12,Mexico,Desktop,Paid_Search,Jacket-Winter-M,Moda,1.0,42.11,5.0,37.11,False,189.31,189.31,-152.2,-410.13
Order_4544,User_3615,2025-02-22,Argentina,Mobile,Organic,Sneakers-Urban-42,Moda,1.0,55.38,5.0,50.38,False,17.21,17.21,33.17,65.84
Order_4545,User_6423,2025-02-26,Argentina,Mobile,Social,Laptop-Gaming-16Gb,Electronica,1.0,196.98,10.0,186.98,False,280.68,280.68,-93.70000000000002,-50.11
Order_4546,User_4759,2025-01-23,Mexico,Mobile,Social,Laptop-Gaming-16Gb,Electronica,2.0,407.28,5.0,809.56,False,280.68,561.36,248.19999999999993,30.66
Order_4547,User_1761,2025-06-09,Mexico,Mobile,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,207.33,0.0,414.65,False,16.6,33.2,381.45,91.99
Order_4548,User_1172,2025-04-19,Mexico,Desktop,Paid_Search,Vacuum-Pro-Black,Hogar,2.0,88.2,0.0,176.4,False,16.6,33.2,143.2,81.18
Order_4549,User_1398,2025-05-20,Argentina,Mobile,Social,Blender-Xl-Red,Hogar,1.0,297.19,5.0,292.19,False,176.64,176.64,115.55000000000001,39.55
Order_4550,User_1539,2025-03-24,Mexico,Mobile,Paid_Search,Laptop-Gaming-16Gb,Electronica,2.0,275.34,0.0,550.68,False,280.68,561.36,-10.680000000000064,-1.94
Order_4551,User_3578,2025-06-24,Mexico,Desktop,Organic,Sneakers-Urban-42,Moda,1.0,369.81,5.0,364.81,False,17.21,17.21,347.6,95.28
Order_4552,User_6634,2025-03-28,Mexico,Mobile,Social,Vacuum-Pro-Black,Hogar,1.0,336.01,0.0,336.01,False,16.6,16.6,319.40999999999997,95.06
Order_4553,User_5522,2025-01-03,Colombia,Mobile,Social,Vacuum-Pro-Black,Hogar,2.0,231.27,5.0,457.54,False,16.6,33.2,424.34000000000003,92.74
Order_4554,User_6833,2025-06-20,Argentina,Mobile,Social,Jacket-Winter-M,Moda,2.0,213.37,0.0,426.74,False,189.31,378.62,48.120000000000005,11.28
Order_4555,User_1138,2025-01-08,Mexico,Desktop,Social,Tablet-Standard-64Gb,Electronica,1.0,135.43,0.0,135.43,False,25.21,25.21,110.22,81.39
Order_4556,User_4828,2025-02-12,Mexico,Mobile,Paid_Search,Blender-Xl-Red,Hogar,2.0,469.51,0.0,939.02,False,176.64,353.28,585.74,62.38
Order_4557,User_4408,2025-06-13,Colombia,Desktop,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,204.53,0.0,204.53,False,25.21,25.21,179.32,87.67
Order_4558,User_7499,2025-01-22,Colombia,Mobile,Organic,Tablet-Standard-64Gb,Electronica,2.0,89.61,15.0,164.22,False,25.21,50.42,113.8,69.3
Order_4559,User_5134,2025-05-04,Mexico,Mobile,Paid_Search,Phone-Pro-128Gb,Electronica,1.0,418.48,0.0,418.48,False,10.12,10.12,408.36,97.58
Order_4560,User_291,2025-01-26,Colombia,Desktop,Organic,Jacket-Winter-M,Moda,2.0,325.77,5.0,646.54,False,189.31,378.62,267.91999999999996,41.44
Order_4561,User_6138,2025-05-18,Colombia,Desktop,Organic,Vacuum-Pro-Black,Hogar,2.0,463.27,5.0,921.54,False,16.6,33.2,888.3399999999999,96.4
Order_4562,User_7513,2025-01-15,Mexico,Mobile,Social,Sneakers-Urban-42,Moda,2.0,185.34,0.0,370.68,False,17.21,34.42,336.26,90.71
Order_4563,User_4537,2025-06-04,Mexico,Desktop,Social,Jacket-Winter-M,Moda,1.0,478.8,15.0,463.8,False,189.31,189.31,274.49,59.18
Order_4564,User_7543,2025-02-08,Colombia,Mobile,Paid_Search,Sneakers-Urban-42,Moda,1.0,444.43,0.0,444.43,False,17.21,17.21,427.22,96.13
Order_4565,User_7663,2025-03-22,Mexico,Mobile,Paid_Search,Tablet-Standard-64Gb,Electronica,1.0,314.79,0.0,314.79,False,25.21,25.21,289.58000000000004,91.99
